belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,name_director,release_year,return
3 Ninjas Collection,0,"Action, Comedy, Family",32302,en,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.",3.014082,"TriStar Pictures, Leeds/Ben-Ami Productions, Sheen Productions",United States of America,1998-04-10,0.0,93.0,"English, Français, Deutsch",Released,Saving the day the ninja way!,3 Ninjas: High Noon at Mega Mountain,3.9,38.0,"Victor Wong, Mathew Botuchis, Hulk Hogan",Sean McNamara,1998,0.0
,0,"Drama, Action",216794,en,"In a world where two men in close proximity will eventually draw guns, Rico ""BULLET"" Burke finds himself at a crossroads. Having long ago ruined his brilliant collegiate football career through his own folly, Rico must now decide whether to continue in complacent servitude as the collection muscle for a vicious Brooklyn mobster, or to put behind him the vagaries of his youth and look for that window of opportunity that will provide a better life for him and his wholly dependant brother Joey.",0.022078,"Saban Entertainment, Producers Network Associates",Canada,1999-05-25,0.0,80.0,English,Released,Double deal. Double cross. The only thing left is murder.,Men of Means,0.0,0.0,"Michael Paré, Kaela Dobkin, Austin Pendleton",George Mendeluk,1999,0.0
,0,"Drama, Thriller, Crime",88863,en,"Daryl gets out of jail after 5 years. His mother has died, his girlfriend is married, and he can't find a job. His new girlfriend Vanessa, whom he meets when a gunman opens fire on them, gets him a job as a car driver. Hitmen are still after them, and Vanessa tells Daryl that this is her former lover Ahmad who wants revenge.",5.824019,"Live Entertainment, Heller Highwater Productions",United States of America,1998-02-27,0.0,97.0,English,Released,This game has only two rules. Do or die.,Caught Up,4.3,4.0,"Bokeem Woodbine, Cynda Williams, Damon Saleem",Darin Scott,1998,0.0
,0,,154821,en,"A true story of four Jewish intellectuals born in New York and educated at City College during the 1930s, and their divergent paths over the next six decades.",0.001188,,,1998-01-07,0.0,0.0,,Released,,Arguing the World,0.0,0.0,,Joseph Dorman,1998,0.0
,19000000,"Action, Adventure, Thriller",41417,en,"Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as firefighters to recover $37,000,000 in stashed loot.",1.537212,Twentieth Century Fox Film Corporation,United States of America,1998-01-08,0.0,89.0,English,Released,Fight fire with fire.,Firestorm,4.7,17.0,"Howie Long, Scott Glenn, Suzy Amis",Dean Semler,1998,0.0
,0,"Comedy, Romance",12538,pt,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,6.253164,Dimension Films,United States of America,1998-02-20,13035599.0,93.0,"English, Português",Released,A secret experiment gave him super senses. Then came the side-effects.,Senseless,5.8,76.0,"Marlon Wayans, David Spade, Matthew Lillard",Penelope Spheeris,1998,0.0
,15000000,"Comedy, Drama",586,en,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",7.603652,"New Line Cinema, Tribeca Productions, Baltimore Pictures",United States of America,1997-12-25,64256513.0,97.0,"shqip, English",Released,"A comedy about truth, justice and other special effects.",Wag the Dog,6.7,273.0,"Dustin Hoffman, Robert De Niro, Anne Heche",Barry Levinson,1997,4.283767533333333
,27000000,"Mystery, Science Fiction",2666,en,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",12.851984,"New Line Cinema, Mystery Clock Cinema","Australia, United States of America",1998-02-27,27200316.0,100.0,English,Released,A world where the night never ends.,Dark City,7.2,838.0,"Rufus Sewell, William Hurt, Kiefer Sutherland",Alex Proyas,1998,1.007419111111111
,0,"Thriller, Drama, Romance",46338,en,"Successful playwright Felix Webb has a new play, 'The Hit Man', in rehearsal. Directed by his old friend Humphrey, it is already being hailed as a masterpiece; but Felix can't enjoy his success. He has fallen passionately in love with Hilary, a beautiful, fiesty young actress, and is preparing to desert his perfect family, his wife Elena and three lively children. His intolerable situation is further complicated when Humphrey casts Hilary as one of the leads in 'The Hit Man'. Enter Robin Grange, a charismatic young Hollywood actor making his London theatre debut. Robin is attractive, charming and dangerous, and soon inveigles his way into everyone's life. He ingratiates himself with the cast and, quickly grasping Felix's dilemma, sets about weaving his web of mischief. He suggests that if he were to seduce Elena, she would be distracted from Felix's affair, regain her self respect, and perhaps even willingly part from the unfaithful husband to whom she clings...",0.004686,"J&M Entertainment, BMG Independents",United Kingdom,1996-12-12,0.0,100.0,English,Released,Indecent. Immoral. Irresistible. It's the role he was born to play.,The Leading Man,0.0,0.0,"Jon Bon Jovi, Anna Galiena, Lambert Wilson",John Duigan,1996,0.0
,0,"Action, Adventure, Family, Science Fiction",54007,en,Shy seventh-grader Spencer Griffith's life changes when the meteor falls into local junkyard and he finds a Cybersuit - the wise and strong robot from another galaxy. Spencer puts Cybersuit on and becomes a different kind of guy,1.079117,"Trimark Pictures, Manny Coto Productions",United States of America,1997-01-16,7.0,101.0,English,Released,"You know what they say, if the cyborsuit fits, go kick some alien butt!",Star Kid,4.9,16.0,"Joseph Mazzello, Richard Gilliland, Corinne Bohrer",Manny Coto,1997,0.0
,70000000,Thriller,11258,en,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.",6.363405,"Paramount Pictures, Toho-Towa, Mutual Film Company, PolyGram Filmed Entertainment, Marubeni, Tele München Fernseh Produktionsgesellschaft (TMG), UGC PH, British Broadcasting Corporation (BBC) Television, Stargate Studios","Denmark, France, New Zealand, United Kingdom, United States of America",1998-01-16,19870567.0,97.0,English,Released,"In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,5.5,181.0,"Morgan Freeman, Christian Slater, Randy Quaid",Mikael Salomon,1998,0.2838652428571429
,8000000,"Comedy, Crime",9490,en,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",7.022548,Universal Pictures,United States of America,1998-01-16,17460020.0,82.0,"English, Türkçe",Released,They'll do anything to save their best bud.,Half Baked,6.4,179.0,"Dave Chappelle, Tommy Chong, Harland Williams",Tamra Davis,1998,2.1825025
,0,"Thriller, Fantasy, Crime, Drama",9411,en,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",6.381612,"Atlas Entertainment, Turner Pictures (I)",United States of America,1998-01-16,25232289.0,124.0,English,Released,Detective John Hobbes is searching for a criminal he's already met... already caught... and already killed,Fallen,6.6,346.0,"Denzel Washington, John Goodman, Donald Sutherland",Gregory Hoblit,1998,0.0
,3000000,"Crime, Comedy, Romance",25719,en,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam.",1.631288,"Arts Council of England, National Lottery, Gruber Bros., Tomboy Films, Winchester Multimedia PLC",United Kingdom,1997-08-22,302204.0,109.0,English,Released,Fat cats are too easy. Go for the big fish.,Shooting Fish,7.0,23.0,"Dan Futterman, Stuart Townsend, Kate Beckinsale",Stefan Schwartz,1997,0.10073466666666667
The Prophecy Collection,0,"Fantasy, Horror, Thriller",9033,en,"Gabriel returns to try to destroy the human race he despises so much, with the help of a suicidal teen and the opposition of the angel Daniel.",7.747663,,United States of America,1998-01-20,0.0,87.0,"English, Deutsch",Released,An evil force has declared war...,The Prophecy II,5.9,49.0,"Christopher Walken, Jennifer Beals, Brittany Murphy",Greg Spence,1998,0.0
,0,"Drama, Action, Romance",11220,cn,"A disillusioned killer embarks on his last hit but first he has to overcome his affections for his cool, detached partner. Thinking it's dangerous and improper to become involved with a colleague, he sets out to find a surrogate for his affections. Against the sordid and surreal urban nightscape, he crosses path with a strange drifter looking for her mysterious ex-boyfriend and an amusing mute trying to get the world's attention in his own unconventional ways.",5.470351,"Jet Tone Production, Chan Ye-Cheng",Hong Kong,1995-09-06,0.0,96.0,"普通话, 广州话 / 廣州話",Released,,Fallen Angels,7.7,113.0,"Leon Lai, Michelle Reis, Takeshi Kaneshiro",Wong Kar-wai,1995,0.0
,0,"Action, Drama, Foreign, History, Thriller",21253,pt,"Fernando, a journalist, and his friend César join terrorist group MR8 in order to fight Brazilian dictatorial regime during the late sixties. Cesare, however, is wounded and captured during a bank hold up. Fernando then decides to kidnap the American ambassador in Brazil and ask for the release of fifteen political prisoners in exchange for his life.",1.791965,"Miramax Films, Columbia TriStar",Brazil,1997-05-01,310724.0,110.0,"English, Português",Released,Their goal: freedom. Their only hope: an international incident. Their target: the American ambassador.,Four Days in September,7.3,22.0,"Alan Arkin, Pedro Cardoso, Fernanda Torres",Bruno Barreto,1997,0.0
,25000000,"Adventure, Fantasy, Drama, Comedy, Music",6116,en,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",4.257516,Columbia Pictures Corporation,United Kingdom,1997-12-19,100000000.0,93.0,English,Released,You say you want a revolution?,Spice World,4.7,124.0,"Victoria Beckham, Melanie Brown, Emma Bunton",Bob Spiers,1997,4.0
,45000000,"Adventure, Action, Horror, Science Fiction",9457,en,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",6.922458,"Hollywood Pictures, Cinergi Pictures Entertainment, Calimari Productions","Canada, United States of America",1998-01-30,11203026.0,106.0,"한국어/조선말, English",Released,Full Scream Ahead,Deep Rising,6.0,155.0,"Treat Williams, Famke Janssen, Anthony Heald",Stephen Sommers,1998,0.24895613333333333
,0,"Thriller, Comedy",281289,en,A sarcastic comedy thriller about a vampire who sets out to infect the blood of a hospital and the twenty-something slackers who set out to stop him.,0.076396,,,1998-05-18,0.0,108.0,,Released,"Dead End Jobs, A Drunk Ex-girlfriend, Psychotic Vampires: ONE HELL OF A NIGHT!",Tainted,5.5,2.0,"Jason Brouwer, T.J. Timon",Brian Evans,1998,0.0
